binomial,type,function_word,pair,freq,file,register
less and more,sub_first,and,4,0,w_news_2007.txt,news
increase or decrease,add_first,or,5,0,w_news_2007.txt,news
decrease or increase,sub_first,or,5,0,w_news_2007.txt,news
increase and decrease,add_first,and,5,0,w_news_2007.txt,news
decrease and increase,sub_first,and,5,0,w_news_2007.txt,news
many or few,add_first,or,6,0,w_news_2007.txt,news
few or many,sub_first,or,6,0,w_news_2007.txt,news
many and few,add_first,and,6,0,w_news_2007.txt,news
few and many,sub_first,and,6,0,w_news_2007.txt,news
most or least,add_first,or,7,0,w_news_2007.txt,news
least or most,sub_first,or,7,0,w_news_2007.txt,news
most and least,add_first,and,7,0,w_news_2007.txt,news
least and most,sub_first,and,7,1,w_news_2007.txt,news
add and subtract,add_first,and,1,1,w_news_2008.txt,news
subtract and add,sub_first,and,1,0,w_news_2008.txt,news
add or subtract,add_first,or,1,1,w_news_2008.txt,news
subtract or add,sub_first,or,1,0,w_news_2008.txt,news
plus and minus,add_first,and,2,1,w_news_2008.txt,news
minus and plus,sub_first,and,2,0,w_news_2008.txt,news
plus or minus,add_first,or,2,6,w_news_2008.txt,news
minus or plus,sub_first,or,2,0,w_news_2008.txt,news
addition and subtraction,add_first,and,3,0,w_news_2008.txt,news
subtraction and addition,sub_first,and,3,0,w_news_2008.txt,news
addition or subtraction,add_first,or,3,0,w_news_2008.txt,news
subtraction or addition,sub_first,or,3,0,w_news_2008.txt,news
more or less,add_first,or,4,27,w_news_2008.txt,news
less or more,sub_first,or,4,0,w_news_2008.txt,news
more and less,add_first,and,4,1,w_news_2008.txt,news
less and more,sub_first,and,4,0,w_news_2008.txt,news
increase or decrease,add_first,or,5,1,w_news_2008.txt,news
decrease or increase,sub_first,or,5,0,w_news_2008.txt,news
increase and decrease,add_first,and,5,0,w_news_2008.txt,news
decrease and increase,sub_first,and,5,0,w_news_2008.txt,news
many or few,add_first,or,6,0,w_news_2008.txt,news
few or many,sub_first,or,6,0,w_news_2008.txt,news
many and few,add_first,and,6,0,w_news_2008.txt,news
few and many,sub_first,and,6,0,w_news_2008.txt,news
most or least,add_first,or,7,0,w_news_2008.txt,news
least or most,sub_first,or,7,0,w_news_2008.txt,news
most and least,add_first,and,7,0,w_news_2008.txt,news
least and most,sub_first,and,7,0,w_news_2008.txt,news
add and subtract,add_first,and,1,0,w_news_2009.txt,news
subtract and add,sub_first,and,1,0,w_news_2009.txt,news
add or subtract,add_first,or,1,0,w_news_2009.txt,news
subtract or add,sub_first,or,1,0,w_news_2009.txt,news
plus and minus,add_first,and,2,0,w_news_2009.txt,news
minus and plus,sub_first,and,2,0,w_news_2009.txt,news
plus or minus,add_first,or,2,1,w_news_2009.txt,news
minus or plus,sub_first,or,2,0,w_news_2009.txt,news
addition and subtraction,add_first,and,3,0,w_news_2009.txt,news
subtraction and addition,sub_first,and,3,0,w_news_2009.txt,news
addition or subtraction,add_first,or,3,0,w_news_2009.txt,news
subtraction or addition,sub_first,or,3,0,w_news_2009.txt,news
more or less,add_first,or,4,16,w_news_2009.txt,news
less or more,sub_first,or,4,1,w_news_2009.txt,news
more and less,add_first,and,4,0,w_news_2009.txt,news
less and more,sub_first,and,4,0,w_news_2009.txt,news
increase or decrease,add_first,or,5,1,w_news_2009.txt,news
decrease or increase,sub_first,or,5,0,w_news_2009.txt,news
increase and decrease,add_first,and,5,0,w_news_2009.txt,news
decrease and increase,sub_first,and,5,0,w_news_2009.txt,news
many or few,add_first,or,6,0,w_news_2009.txt,news
few or many,sub_first,or,6,0,w_news_2009.txt,news
many and few,add_first,and,6,0,w_news_2009.txt,news
few and many,sub_first,and,6,0,w_news_2009.txt,news
most or least,add_first,or,7,0,w_news_2009.txt,news
least or most,sub_first,or,7,0,w_news_2009.txt,news
most and least,add_first,and,7,0,w_news_2009.txt,news
least and most,sub_first,and,7,0,w_news_2009.txt,news
add and subtract,add_first,and,1,0,w_news_2010.txt,news
subtract and add,sub_first,and,1,0,w_news_2010.txt,news
add or subtract,add_first,or,1,0,w_news_2010.txt,news
subtract or add,sub_first,or,1,0,w_news_2010.txt,news
plus and minus,add_first,and,2,0,w_news_2010.txt,news
minus and plus,sub_first,and,2,0,w_news_2010.txt,news
plus or minus,add_first,or,2,11,w_news_2010.txt,news
minus or plus,sub_first,or,2,0,w_news_2010.txt,news
addition and subtraction,add_first,and,3,0,w_news_2010.txt,news
subtraction and addition,sub_first,and,3,0,w_news_2010.txt,news
addition or subtraction,add_first,or,3,0,w_news_2010.txt,news
subtraction or addition,sub_first,or,3,0,w_news_2010.txt,news
more or less,add_first,or,4,12,w_news_2010.txt,news
less or more,sub_first,or,4,0,w_news_2010.txt,news
more and less,add_first,and,4,0,w_news_2010.txt,news
less and more,sub_first,and,4,0,w_news_2010.txt,news
increase or decrease,add_first,or,5,1,w_news_2010.txt,news
decrease or increase,sub_first,or,5,0,w_news_2010.txt,news
increase and decrease,add_first,and,5,0,w_news_2010.txt,news
decrease and increase,sub_first,and,5,0,w_news_2010.txt,news
many or few,add_first,or,6,1,w_news_2010.txt,news
few or many,sub_first,or,6,0,w_news_2010.txt,news
many and few,add_first,and,6,0,w_news_2010.txt,news
few and many,sub_first,and,6,0,w_news_2010.txt,news
most or least,add_first,or,7,0,w_news_2010.txt,news
least or most,sub_first,or,7,0,w_news_2010.txt,news
most and least,add_first,and,7,0,w_news_2010.txt,news
least and most,sub_first,and,7,0,w_news_2010.txt,news
add and subtract,add_first,and,1,1,w_news_2011.txt,news
subtract and add,sub_first,and,1,0,w_news_2011.txt,news
add or subtract,add_first,or,1,0,w_news_2011.txt,news
subtract or add,sub_first,or,1,0,w_news_2011.txt,news
plus and minus,add_first,and,2,1,w_news_2011.txt,news
minus and plus,sub_first,and,2,0,w_news_2011.txt,news
plus or minus,add_first,or,2,8,w_news_2011.txt,news
minus or plus,sub_first,or,2,0,w_news_2011.txt,news
addition and subtraction,add_first,and,3,1,w_news_2011.txt,news
subtraction and addition,sub_first,and,3,0,w_news_2011.txt,news
addition or subtraction,add_first,or,3,0,w_news_2011.txt,news
subtraction or addition,sub_first,or,3,0,w_news_2011.txt,news
more or less,add_first,or,4,14,w_news_2011.txt,news
less or more,sub_first,or,4,0,w_news_2011.txt,news
more and less,add_first,and,4,0,w_news_2011.txt,news
less and more,sub_first,and,4,0,w_news_2011.txt,news
increase or decrease,add_first,or,5,0,w_news_2011.txt,news
decrease or increase,sub_first,or,5,0,w_news_2011.txt,news
increase and decrease,add_first,and,5,0,w_news_2011.txt,news
decrease and increase,sub_first,and,5,0,w_news_2011.txt,news
many or few,add_first,or,6,0,w_news_2011.txt,news
few or many,sub_first,or,6,0,w_news_2011.txt,news
many and few,add_first,and,6,0,w_news_2011.txt,news
few and many,sub_first,and,6,0,w_news_2011.txt,news
most or least,add_first,or,7,0,w_news_2011.txt,news
least or most,sub_first,or,7,0,w_news_2011.txt,news
most and least,add_first,and,7,0,w_news_2011.txt,news
least and most,sub_first,and,7,0,w_news_2011.txt,news
add and subtract,add_first,and,1,0,w_news_2012.txt,news
subtract and add,sub_first,and,1,0,w_news_2012.txt,news
add or subtract,add_first,or,1,1,w_news_2012.txt,news
subtract or add,sub_first,or,1,0,w_news_2012.txt,news
plus and minus,add_first,and,2,0,w_news_2012.txt,news
minus and plus,sub_first,and,2,0,w_news_2012.txt,news
plus or minus,add_first,or,2,0,w_news_2012.txt,news
minus or plus,sub_first,or,2,0,w_news_2012.txt,news
addition and subtraction,add_first,and,3,0,w_news_2012.txt,news
subtraction and addition,sub_first,and,3,0,w_news_2012.txt,news
addition or subtraction,add_first,or,3,0,w_news_2012.txt,news
subtraction or addition,sub_first,or,3,0,w_news_2012.txt,news
more or less,add_first,or,4,8,w_news_2012.txt,news
less or more,sub_first,or,4,0,w_news_2012.txt,news
more and less,add_first,and,4,0,w_news_2012.txt,news
less and more,sub_first,and,4,1,w_news_2012.txt,news
increase or decrease,add_first,or,5,0,w_news_2012.txt,news
decrease or increase,sub_first,or,5,0,w_news_2012.txt,news
increase and decrease,add_first,and,5,0,w_news_2012.txt,news
decrease and increase,sub_first,and,5,0,w_news_2012.txt,news
many or few,add_first,or,6,0,w_news_2012.txt,news
few or many,sub_first,or,6,0,w_news_2012.txt,news
many and few,add_first,and,6,0,w_news_2012.txt,news
few and many,sub_first,and,6,0,w_news_2012.txt,news
most or least,add_first,or,7,0,w_news_2012.txt,news
least or most,sub_first,or,7,0,w_news_2012.txt,news
most and least,add_first,and,7,0,w_news_2012.txt,news
least and most,sub_first,and,7,0,w_news_2012.txt,news
add and subtract,add_first,and,1,0,w_spok_1990.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_1990.txt,spoken
add or subtract,add_first,or,1,3,w_spok_1990.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_1990.txt,spoken
plus and minus,add_first,and,2,0,w_spok_1990.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_1990.txt,spoken
plus or minus,add_first,or,2,2,w_spok_1990.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_1990.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_1990.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_1990.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_1990.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_1990.txt,spoken
more or less,add_first,or,4,74,w_spok_1990.txt,spoken
less or more,sub_first,or,4,0,w_spok_1990.txt,spoken
more and less,add_first,and,4,0,w_spok_1990.txt,spoken
less and more,sub_first,and,4,0,w_spok_1990.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_1990.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_1990.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_1990.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_1990.txt,spoken
many or few,add_first,or,6,0,w_spok_1990.txt,spoken
few or many,sub_first,or,6,0,w_spok_1990.txt,spoken
many and few,add_first,and,6,0,w_spok_1990.txt,spoken
few and many,sub_first,and,6,0,w_spok_1990.txt,spoken
most or least,add_first,or,7,0,w_spok_1990.txt,spoken
least or most,sub_first,or,7,0,w_spok_1990.txt,spoken
most and least,add_first,and,7,0,w_spok_1990.txt,spoken
least and most,sub_first,and,7,0,w_spok_1990.txt,spoken
add and subtract,add_first,and,1,0,w_spok_1991.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_1991.txt,spoken
add or subtract,add_first,or,1,3,w_spok_1991.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_1991.txt,spoken
plus and minus,add_first,and,2,0,w_spok_1991.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_1991.txt,spoken
plus or minus,add_first,or,2,4,w_spok_1991.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_1991.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_1991.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_1991.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_1991.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_1991.txt,spoken
more or less,add_first,or,4,78,w_spok_1991.txt,spoken
less or more,sub_first,or,4,0,w_spok_1991.txt,spoken
more and less,add_first,and,4,0,w_spok_1991.txt,spoken
less and more,sub_first,and,4,0,w_spok_1991.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_1991.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_1991.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_1991.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_1991.txt,spoken
many or few,add_first,or,6,0,w_spok_1991.txt,spoken
few or many,sub_first,or,6,0,w_spok_1991.txt,spoken
many and few,add_first,and,6,0,w_spok_1991.txt,spoken
few and many,sub_first,and,6,0,w_spok_1991.txt,spoken
most or least,add_first,or,7,0,w_spok_1991.txt,spoken
least or most,sub_first,or,7,0,w_spok_1991.txt,spoken
most and least,add_first,and,7,0,w_spok_1991.txt,spoken
least and most,sub_first,and,7,0,w_spok_1991.txt,spoken
add and subtract,add_first,and,1,0,w_spok_1992.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_1992.txt,spoken
add or subtract,add_first,or,1,1,w_spok_1992.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_1992.txt,spoken
plus and minus,add_first,and,2,0,w_spok_1992.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_1992.txt,spoken
plus or minus,add_first,or,2,3,w_spok_1992.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_1992.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_1992.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_1992.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_1992.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_1992.txt,spoken
more or less,add_first,or,4,70,w_spok_1992.txt,spoken
less or more,sub_first,or,4,0,w_spok_1992.txt,spoken
more and less,add_first,and,4,0,w_spok_1992.txt,spoken
less and more,sub_first,and,4,0,w_spok_1992.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_1992.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_1992.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_1992.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_1992.txt,spoken
many or few,add_first,or,6,0,w_spok_1992.txt,spoken
few or many,sub_first,or,6,0,w_spok_1992.txt,spoken
many and few,add_first,and,6,0,w_spok_1992.txt,spoken
few and many,sub_first,and,6,0,w_spok_1992.txt,spoken
most or least,add_first,or,7,0,w_spok_1992.txt,spoken
least or most,sub_first,or,7,0,w_spok_1992.txt,spoken
most and least,add_first,and,7,0,w_spok_1992.txt,spoken
least and most,sub_first,and,7,0,w_spok_1992.txt,spoken
add and subtract,add_first,and,1,0,w_spok_1993.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_1993.txt,spoken
add or subtract,add_first,or,1,1,w_spok_1993.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_1993.txt,spoken
plus and minus,add_first,and,2,0,w_spok_1993.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_1993.txt,spoken
plus or minus,add_first,or,2,2,w_spok_1993.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_1993.txt,spoken
addition and subtraction,add_first,and,3,1,w_spok_1993.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_1993.txt,spoken
addition or subtraction,add_first,or,3,1,w_spok_1993.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_1993.txt,spoken
more or less,add_first,or,4,87,w_spok_1993.txt,spoken
less or more,sub_first,or,4,0,w_spok_1993.txt,spoken
more and less,add_first,and,4,1,w_spok_1993.txt,spoken
less and more,sub_first,and,4,0,w_spok_1993.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_1993.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_1993.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_1993.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_1993.txt,spoken
many or few,add_first,or,6,0,w_spok_1993.txt,spoken
few or many,sub_first,or,6,1,w_spok_1993.txt,spoken
many and few,add_first,and,6,0,w_spok_1993.txt,spoken
few and many,sub_first,and,6,0,w_spok_1993.txt,spoken
most or least,add_first,or,7,0,w_spok_1993.txt,spoken
least or most,sub_first,or,7,0,w_spok_1993.txt,spoken
most and least,add_first,and,7,0,w_spok_1993.txt,spoken
least and most,sub_first,and,7,0,w_spok_1993.txt,spoken
add and subtract,add_first,and,1,0,w_spok_1994.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_1994.txt,spoken
add or subtract,add_first,or,1,0,w_spok_1994.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_1994.txt,spoken
plus and minus,add_first,and,2,0,w_spok_1994.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_1994.txt,spoken
plus or minus,add_first,or,2,2,w_spok_1994.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_1994.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_1994.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_1994.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_1994.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_1994.txt,spoken
more or less,add_first,or,4,50,w_spok_1994.txt,spoken
less or more,sub_first,or,4,1,w_spok_1994.txt,spoken
more and less,add_first,and,4,0,w_spok_1994.txt,spoken
less and more,sub_first,and,4,0,w_spok_1994.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_1994.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_1994.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_1994.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_1994.txt,spoken
many or few,add_first,or,6,0,w_spok_1994.txt,spoken
few or many,sub_first,or,6,0,w_spok_1994.txt,spoken
many and few,add_first,and,6,0,w_spok_1994.txt,spoken
few and many,sub_first,and,6,0,w_spok_1994.txt,spoken
most or least,add_first,or,7,0,w_spok_1994.txt,spoken
least or most,sub_first,or,7,0,w_spok_1994.txt,spoken
most and least,add_first,and,7,0,w_spok_1994.txt,spoken
least and most,sub_first,and,7,0,w_spok_1994.txt,spoken
add and subtract,add_first,and,1,0,w_spok_1995.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_1995.txt,spoken
add or subtract,add_first,or,1,0,w_spok_1995.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_1995.txt,spoken
plus and minus,add_first,and,2,0,w_spok_1995.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_1995.txt,spoken
plus or minus,add_first,or,2,6,w_spok_1995.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_1995.txt,spoken
addition and subtraction,add_first,and,3,1,w_spok_1995.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_1995.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_1995.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_1995.txt,spoken
more or less,add_first,or,4,52,w_spok_1995.txt,spoken
less or more,sub_first,or,4,0,w_spok_1995.txt,spoken
more and less,add_first,and,4,0,w_spok_1995.txt,spoken
less and more,sub_first,and,4,0,w_spok_1995.txt,spoken
increase or decrease,add_first,or,5,1,w_spok_1995.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_1995.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_1995.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_1995.txt,spoken
many or few,add_first,or,6,0,w_spok_1995.txt,spoken
few or many,sub_first,or,6,0,w_spok_1995.txt,spoken
many and few,add_first,and,6,0,w_spok_1995.txt,spoken
few and many,sub_first,and,6,0,w_spok_1995.txt,spoken
most or least,add_first,or,7,0,w_spok_1995.txt,spoken
least or most,sub_first,or,7,0,w_spok_1995.txt,spoken
most and least,add_first,and,7,0,w_spok_1995.txt,spoken
least and most,sub_first,and,7,0,w_spok_1995.txt,spoken
add and subtract,add_first,and,1,1,w_spok_1996.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_1996.txt,spoken
add or subtract,add_first,or,1,3,w_spok_1996.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_1996.txt,spoken
plus and minus,add_first,and,2,0,w_spok_1996.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_1996.txt,spoken
plus or minus,add_first,or,2,6,w_spok_1996.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_1996.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_1996.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_1996.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_1996.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_1996.txt,spoken
more or less,add_first,or,4,61,w_spok_1996.txt,spoken
less or more,sub_first,or,4,1,w_spok_1996.txt,spoken
more and less,add_first,and,4,0,w_spok_1996.txt,spoken
less and more,sub_first,and,4,0,w_spok_1996.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_1996.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_1996.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_1996.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_1996.txt,spoken
many or few,add_first,or,6,2,w_spok_1996.txt,spoken
few or many,sub_first,or,6,0,w_spok_1996.txt,spoken
many and few,add_first,and,6,0,w_spok_1996.txt,spoken
few and many,sub_first,and,6,0,w_spok_1996.txt,spoken
most or least,add_first,or,7,0,w_spok_1996.txt,spoken
least or most,sub_first,or,7,0,w_spok_1996.txt,spoken
most and least,add_first,and,7,0,w_spok_1996.txt,spoken
least and most,sub_first,and,7,0,w_spok_1996.txt,spoken
add and subtract,add_first,and,1,0,w_spok_1997.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_1997.txt,spoken
add or subtract,add_first,or,1,0,w_spok_1997.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_1997.txt,spoken
plus and minus,add_first,and,2,0,w_spok_1997.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_1997.txt,spoken
plus or minus,add_first,or,2,0,w_spok_1997.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_1997.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_1997.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_1997.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_1997.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_1997.txt,spoken
more or less,add_first,or,4,36,w_spok_1997.txt,spoken
less or more,sub_first,or,4,1,w_spok_1997.txt,spoken
more and less,add_first,and,4,0,w_spok_1997.txt,spoken
less and more,sub_first,and,4,0,w_spok_1997.txt,spoken
increase or decrease,add_first,or,5,1,w_spok_1997.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_1997.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_1997.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_1997.txt,spoken
many or few,add_first,or,6,0,w_spok_1997.txt,spoken
few or many,sub_first,or,6,0,w_spok_1997.txt,spoken
many and few,add_first,and,6,0,w_spok_1997.txt,spoken
few and many,sub_first,and,6,0,w_spok_1997.txt,spoken
most or least,add_first,or,7,0,w_spok_1997.txt,spoken
least or most,sub_first,or,7,0,w_spok_1997.txt,spoken
most and least,add_first,and,7,0,w_spok_1997.txt,spoken
least and most,sub_first,and,7,0,w_spok_1997.txt,spoken
add and subtract,add_first,and,1,0,w_spok_1998.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_1998.txt,spoken
add or subtract,add_first,or,1,0,w_spok_1998.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_1998.txt,spoken
plus and minus,add_first,and,2,0,w_spok_1998.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_1998.txt,spoken
plus or minus,add_first,or,2,0,w_spok_1998.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_1998.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_1998.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_1998.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_1998.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_1998.txt,spoken
more or less,add_first,or,4,49,w_spok_1998.txt,spoken
less or more,sub_first,or,4,2,w_spok_1998.txt,spoken
more and less,add_first,and,4,0,w_spok_1998.txt,spoken
less and more,sub_first,and,4,0,w_spok_1998.txt,spoken
increase or decrease,add_first,or,5,1,w_spok_1998.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_1998.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_1998.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_1998.txt,spoken
many or few,add_first,or,6,0,w_spok_1998.txt,spoken
few or many,sub_first,or,6,1,w_spok_1998.txt,spoken
many and few,add_first,and,6,0,w_spok_1998.txt,spoken
few and many,sub_first,and,6,0,w_spok_1998.txt,spoken
most or least,add_first,or,7,0,w_spok_1998.txt,spoken
least or most,sub_first,or,7,0,w_spok_1998.txt,spoken
most and least,add_first,and,7,0,w_spok_1998.txt,spoken
least and most,sub_first,and,7,0,w_spok_1998.txt,spoken
add and subtract,add_first,and,1,2,w_spok_1999.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_1999.txt,spoken
add or subtract,add_first,or,1,1,w_spok_1999.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_1999.txt,spoken
plus and minus,add_first,and,2,0,w_spok_1999.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_1999.txt,spoken
plus or minus,add_first,or,2,3,w_spok_1999.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_1999.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_1999.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_1999.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_1999.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_1999.txt,spoken
more or less,add_first,or,4,54,w_spok_1999.txt,spoken
less or more,sub_first,or,4,0,w_spok_1999.txt,spoken
more and less,add_first,and,4,0,w_spok_1999.txt,spoken
less and more,sub_first,and,4,0,w_spok_1999.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_1999.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_1999.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_1999.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_1999.txt,spoken
many or few,add_first,or,6,0,w_spok_1999.txt,spoken
few or many,sub_first,or,6,0,w_spok_1999.txt,spoken
many and few,add_first,and,6,0,w_spok_1999.txt,spoken
few and many,sub_first,and,6,0,w_spok_1999.txt,spoken
most or least,add_first,or,7,0,w_spok_1999.txt,spoken
least or most,sub_first,or,7,0,w_spok_1999.txt,spoken
most and least,add_first,and,7,0,w_spok_1999.txt,spoken
least and most,sub_first,and,7,0,w_spok_1999.txt,spoken
add and subtract,add_first,and,1,1,w_spok_2000.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2000.txt,spoken
add or subtract,add_first,or,1,0,w_spok_2000.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_2000.txt,spoken
plus and minus,add_first,and,2,0,w_spok_2000.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2000.txt,spoken
plus or minus,add_first,or,2,1,w_spok_2000.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2000.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_2000.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2000.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2000.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2000.txt,spoken
more or less,add_first,or,4,43,w_spok_2000.txt,spoken
less or more,sub_first,or,4,1,w_spok_2000.txt,spoken
more and less,add_first,and,4,0,w_spok_2000.txt,spoken
less and more,sub_first,and,4,0,w_spok_2000.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_2000.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_2000.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2000.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2000.txt,spoken
many or few,add_first,or,6,0,w_spok_2000.txt,spoken
few or many,sub_first,or,6,0,w_spok_2000.txt,spoken
many and few,add_first,and,6,0,w_spok_2000.txt,spoken
few and many,sub_first,and,6,0,w_spok_2000.txt,spoken
most or least,add_first,or,7,0,w_spok_2000.txt,spoken
least or most,sub_first,or,7,0,w_spok_2000.txt,spoken
most and least,add_first,and,7,0,w_spok_2000.txt,spoken
least and most,sub_first,and,7,0,w_spok_2000.txt,spoken
add and subtract,add_first,and,1,0,w_spok_2001.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2001.txt,spoken
add or subtract,add_first,or,1,0,w_spok_2001.txt,spoken
