binomial,type,function_word,pair,freq,file,register
increase or decrease,add_first,or,5,1,w_mag_2010.txt,magazine
decrease or increase,sub_first,or,5,0,w_mag_2010.txt,magazine
increase and decrease,add_first,and,5,0,w_mag_2010.txt,magazine
decrease and increase,sub_first,and,5,0,w_mag_2010.txt,magazine
many or few,add_first,or,6,0,w_mag_2010.txt,magazine
few or many,sub_first,or,6,0,w_mag_2010.txt,magazine
many and few,add_first,and,6,0,w_mag_2010.txt,magazine
few and many,sub_first,and,6,0,w_mag_2010.txt,magazine
most or least,add_first,or,7,0,w_mag_2010.txt,magazine
least or most,sub_first,or,7,0,w_mag_2010.txt,magazine
most and least,add_first,and,7,0,w_mag_2010.txt,magazine
least and most,sub_first,and,7,0,w_mag_2010.txt,magazine
add and subtract,add_first,and,1,0,w_mag_2011.txt,magazine
subtract and add,sub_first,and,1,0,w_mag_2011.txt,magazine
add or subtract,add_first,or,1,0,w_mag_2011.txt,magazine
subtract or add,sub_first,or,1,0,w_mag_2011.txt,magazine
plus and minus,add_first,and,2,0,w_mag_2011.txt,magazine
minus and plus,sub_first,and,2,0,w_mag_2011.txt,magazine
plus or minus,add_first,or,2,3,w_mag_2011.txt,magazine
minus or plus,sub_first,or,2,0,w_mag_2011.txt,magazine
addition and subtraction,add_first,and,3,0,w_mag_2011.txt,magazine
subtraction and addition,sub_first,and,3,0,w_mag_2011.txt,magazine
addition or subtraction,add_first,or,3,0,w_mag_2011.txt,magazine
subtraction or addition,sub_first,or,3,0,w_mag_2011.txt,magazine
more or less,add_first,or,4,46,w_mag_2011.txt,magazine
less or more,sub_first,or,4,1,w_mag_2011.txt,magazine
more and less,add_first,and,4,0,w_mag_2011.txt,magazine
less and more,sub_first,and,4,0,w_mag_2011.txt,magazine
increase or decrease,add_first,or,5,0,w_mag_2011.txt,magazine
decrease or increase,sub_first,or,5,0,w_mag_2011.txt,magazine
increase and decrease,add_first,and,5,1,w_mag_2011.txt,magazine
decrease and increase,sub_first,and,5,0,w_mag_2011.txt,magazine
many or few,add_first,or,6,0,w_mag_2011.txt,magazine
few or many,sub_first,or,6,0,w_mag_2011.txt,magazine
many and few,add_first,and,6,0,w_mag_2011.txt,magazine
few and many,sub_first,and,6,0,w_mag_2011.txt,magazine
most or least,add_first,or,7,0,w_mag_2011.txt,magazine
least or most,sub_first,or,7,0,w_mag_2011.txt,magazine
most and least,add_first,and,7,0,w_mag_2011.txt,magazine
least and most,sub_first,and,7,0,w_mag_2011.txt,magazine
add and subtract,add_first,and,1,1,w_mag_2012.txt,magazine
subtract and add,sub_first,and,1,0,w_mag_2012.txt,magazine
add or subtract,add_first,or,1,1,w_mag_2012.txt,magazine
subtract or add,sub_first,or,1,0,w_mag_2012.txt,magazine
plus and minus,add_first,and,2,0,w_mag_2012.txt,magazine
minus and plus,sub_first,and,2,0,w_mag_2012.txt,magazine
plus or minus,add_first,or,2,4,w_mag_2012.txt,magazine
minus or plus,sub_first,or,2,0,w_mag_2012.txt,magazine
addition and subtraction,add_first,and,3,3,w_mag_2012.txt,magazine
subtraction and addition,sub_first,and,3,0,w_mag_2012.txt,magazine
addition or subtraction,add_first,or,3,0,w_mag_2012.txt,magazine
subtraction or addition,sub_first,or,3,0,w_mag_2012.txt,magazine
more or less,add_first,or,4,18,w_mag_2012.txt,magazine
less or more,sub_first,or,4,0,w_mag_2012.txt,magazine
more and less,add_first,and,4,0,w_mag_2012.txt,magazine
less and more,sub_first,and,4,0,w_mag_2012.txt,magazine
increase or decrease,add_first,or,5,1,w_mag_2012.txt,magazine
decrease or increase,sub_first,or,5,0,w_mag_2012.txt,magazine
increase and decrease,add_first,and,5,0,w_mag_2012.txt,magazine
decrease and increase,sub_first,and,5,0,w_mag_2012.txt,magazine
many or few,add_first,or,6,0,w_mag_2012.txt,magazine
few or many,sub_first,or,6,0,w_mag_2012.txt,magazine
many and few,add_first,and,6,0,w_mag_2012.txt,magazine
few and many,sub_first,and,6,0,w_mag_2012.txt,magazine
most or least,add_first,or,7,0,w_mag_2012.txt,magazine
least or most,sub_first,or,7,0,w_mag_2012.txt,magazine
most and least,add_first,and,7,0,w_mag_2012.txt,magazine
least and most,sub_first,and,7,0,w_mag_2012.txt,magazine
add and subtract,add_first,and,1,0,w_fic_1990.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_1990.txt,fiction
add or subtract,add_first,or,1,0,w_fic_1990.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_1990.txt,fiction
plus and minus,add_first,and,2,0,w_fic_1990.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_1990.txt,fiction
plus or minus,add_first,or,2,0,w_fic_1990.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_1990.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_1990.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_1990.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_1990.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_1990.txt,fiction
more or less,add_first,or,4,41,w_fic_1990.txt,fiction
less or more,sub_first,or,4,0,w_fic_1990.txt,fiction
more and less,add_first,and,4,2,w_fic_1990.txt,fiction
less and more,sub_first,and,4,0,w_fic_1990.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_1990.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_1990.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_1990.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_1990.txt,fiction
many or few,add_first,or,6,0,w_fic_1990.txt,fiction
few or many,sub_first,or,6,0,w_fic_1990.txt,fiction
many and few,add_first,and,6,0,w_fic_1990.txt,fiction
few and many,sub_first,and,6,0,w_fic_1990.txt,fiction
most or least,add_first,or,7,0,w_fic_1990.txt,fiction
least or most,sub_first,or,7,0,w_fic_1990.txt,fiction
most and least,add_first,and,7,1,w_fic_1990.txt,fiction
least and most,sub_first,and,7,0,w_fic_1990.txt,fiction
add and subtract,add_first,and,1,0,w_fic_1991.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_1991.txt,fiction
add or subtract,add_first,or,1,0,w_fic_1991.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_1991.txt,fiction
plus and minus,add_first,and,2,0,w_fic_1991.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_1991.txt,fiction
plus or minus,add_first,or,2,3,w_fic_1991.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_1991.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_1991.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_1991.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_1991.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_1991.txt,fiction
more or less,add_first,or,4,53,w_fic_1991.txt,fiction
less or more,sub_first,or,4,2,w_fic_1991.txt,fiction
more and less,add_first,and,4,0,w_fic_1991.txt,fiction
less and more,sub_first,and,4,0,w_fic_1991.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_1991.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_1991.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_1991.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_1991.txt,fiction
many or few,add_first,or,6,0,w_fic_1991.txt,fiction
few or many,sub_first,or,6,0,w_fic_1991.txt,fiction
many and few,add_first,and,6,0,w_fic_1991.txt,fiction
few and many,sub_first,and,6,0,w_fic_1991.txt,fiction
most or least,add_first,or,7,0,w_fic_1991.txt,fiction
least or most,sub_first,or,7,0,w_fic_1991.txt,fiction
most and least,add_first,and,7,0,w_fic_1991.txt,fiction
least and most,sub_first,and,7,0,w_fic_1991.txt,fiction
add and subtract,add_first,and,1,0,w_fic_1992.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_1992.txt,fiction
add or subtract,add_first,or,1,0,w_fic_1992.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_1992.txt,fiction
plus and minus,add_first,and,2,0,w_fic_1992.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_1992.txt,fiction
plus or minus,add_first,or,2,1,w_fic_1992.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_1992.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_1992.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_1992.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_1992.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_1992.txt,fiction
more or less,add_first,or,4,32,w_fic_1992.txt,fiction
less or more,sub_first,or,4,0,w_fic_1992.txt,fiction
more and less,add_first,and,4,2,w_fic_1992.txt,fiction
less and more,sub_first,and,4,0,w_fic_1992.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_1992.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_1992.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_1992.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_1992.txt,fiction
many or few,add_first,or,6,0,w_fic_1992.txt,fiction
few or many,sub_first,or,6,0,w_fic_1992.txt,fiction
many and few,add_first,and,6,0,w_fic_1992.txt,fiction
few and many,sub_first,and,6,0,w_fic_1992.txt,fiction
most or least,add_first,or,7,0,w_fic_1992.txt,fiction
least or most,sub_first,or,7,0,w_fic_1992.txt,fiction
most and least,add_first,and,7,0,w_fic_1992.txt,fiction
least and most,sub_first,and,7,0,w_fic_1992.txt,fiction
add and subtract,add_first,and,1,0,w_fic_1993.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_1993.txt,fiction
add or subtract,add_first,or,1,0,w_fic_1993.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_1993.txt,fiction
plus and minus,add_first,and,2,0,w_fic_1993.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_1993.txt,fiction
plus or minus,add_first,or,2,0,w_fic_1993.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_1993.txt,fiction
addition and subtraction,add_first,and,3,1,w_fic_1993.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_1993.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_1993.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_1993.txt,fiction
more or less,add_first,or,4,56,w_fic_1993.txt,fiction
less or more,sub_first,or,4,0,w_fic_1993.txt,fiction
more and less,add_first,and,4,2,w_fic_1993.txt,fiction
less and more,sub_first,and,4,0,w_fic_1993.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_1993.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_1993.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_1993.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_1993.txt,fiction
many or few,add_first,or,6,0,w_fic_1993.txt,fiction
few or many,sub_first,or,6,0,w_fic_1993.txt,fiction
many and few,add_first,and,6,0,w_fic_1993.txt,fiction
few and many,sub_first,and,6,0,w_fic_1993.txt,fiction
most or least,add_first,or,7,0,w_fic_1993.txt,fiction
least or most,sub_first,or,7,0,w_fic_1993.txt,fiction
most and least,add_first,and,7,0,w_fic_1993.txt,fiction
least and most,sub_first,and,7,0,w_fic_1993.txt,fiction
add and subtract,add_first,and,1,0,w_fic_1994.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_1994.txt,fiction
add or subtract,add_first,or,1,0,w_fic_1994.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_1994.txt,fiction
plus and minus,add_first,and,2,0,w_fic_1994.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_1994.txt,fiction
plus or minus,add_first,or,2,0,w_fic_1994.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_1994.txt,fiction
addition and subtraction,add_first,and,3,1,w_fic_1994.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_1994.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_1994.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_1994.txt,fiction
more or less,add_first,or,4,48,w_fic_1994.txt,fiction
less or more,sub_first,or,4,1,w_fic_1994.txt,fiction
more and less,add_first,and,4,0,w_fic_1994.txt,fiction
less and more,sub_first,and,4,0,w_fic_1994.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_1994.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_1994.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_1994.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_1994.txt,fiction
many or few,add_first,or,6,0,w_fic_1994.txt,fiction
few or many,sub_first,or,6,0,w_fic_1994.txt,fiction
many and few,add_first,and,6,0,w_fic_1994.txt,fiction
few and many,sub_first,and,6,0,w_fic_1994.txt,fiction
most or least,add_first,or,7,0,w_fic_1994.txt,fiction
least or most,sub_first,or,7,0,w_fic_1994.txt,fiction
most and least,add_first,and,7,0,w_fic_1994.txt,fiction
least and most,sub_first,and,7,0,w_fic_1994.txt,fiction
add and subtract,add_first,and,1,1,w_fic_1995.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_1995.txt,fiction
add or subtract,add_first,or,1,1,w_fic_1995.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_1995.txt,fiction
plus and minus,add_first,and,2,0,w_fic_1995.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_1995.txt,fiction
plus or minus,add_first,or,2,1,w_fic_1995.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_1995.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_1995.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_1995.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_1995.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_1995.txt,fiction
more or less,add_first,or,4,55,w_fic_1995.txt,fiction
less or more,sub_first,or,4,1,w_fic_1995.txt,fiction
more and less,add_first,and,4,0,w_fic_1995.txt,fiction
less and more,sub_first,and,4,0,w_fic_1995.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_1995.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_1995.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_1995.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_1995.txt,fiction
many or few,add_first,or,6,0,w_fic_1995.txt,fiction
few or many,sub_first,or,6,0,w_fic_1995.txt,fiction
many and few,add_first,and,6,0,w_fic_1995.txt,fiction
few and many,sub_first,and,6,0,w_fic_1995.txt,fiction
most or least,add_first,or,7,0,w_fic_1995.txt,fiction
least or most,sub_first,or,7,0,w_fic_1995.txt,fiction
most and least,add_first,and,7,0,w_fic_1995.txt,fiction
least and most,sub_first,and,7,0,w_fic_1995.txt,fiction
add and subtract,add_first,and,1,0,w_fic_1996.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_1996.txt,fiction
add or subtract,add_first,or,1,0,w_fic_1996.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_1996.txt,fiction
plus and minus,add_first,and,2,0,w_fic_1996.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_1996.txt,fiction
plus or minus,add_first,or,2,0,w_fic_1996.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_1996.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_1996.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_1996.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_1996.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_1996.txt,fiction
more or less,add_first,or,4,48,w_fic_1996.txt,fiction
less or more,sub_first,or,4,0,w_fic_1996.txt,fiction
more and less,add_first,and,4,0,w_fic_1996.txt,fiction
less and more,sub_first,and,4,0,w_fic_1996.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_1996.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_1996.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_1996.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_1996.txt,fiction
many or few,add_first,or,6,0,w_fic_1996.txt,fiction
few or many,sub_first,or,6,0,w_fic_1996.txt,fiction
many and few,add_first,and,6,0,w_fic_1996.txt,fiction
few and many,sub_first,and,6,0,w_fic_1996.txt,fiction
most or least,add_first,or,7,0,w_fic_1996.txt,fiction
least or most,sub_first,or,7,0,w_fic_1996.txt,fiction
most and least,add_first,and,7,0,w_fic_1996.txt,fiction
least and most,sub_first,and,7,0,w_fic_1996.txt,fiction
add and subtract,add_first,and,1,0,w_fic_1997.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_1997.txt,fiction
add or subtract,add_first,or,1,0,w_fic_1997.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_1997.txt,fiction
plus and minus,add_first,and,2,1,w_fic_1997.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_1997.txt,fiction
plus or minus,add_first,or,2,1,w_fic_1997.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_1997.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_1997.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_1997.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_1997.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_1997.txt,fiction
more or less,add_first,or,4,44,w_fic_1997.txt,fiction
less or more,sub_first,or,4,0,w_fic_1997.txt,fiction
more and less,add_first,and,4,0,w_fic_1997.txt,fiction
less and more,sub_first,and,4,0,w_fic_1997.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_1997.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_1997.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_1997.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_1997.txt,fiction
many or few,add_first,or,6,0,w_fic_1997.txt,fiction
few or many,sub_first,or,6,0,w_fic_1997.txt,fiction
many and few,add_first,and,6,0,w_fic_1997.txt,fiction
few and many,sub_first,and,6,0,w_fic_1997.txt,fiction
most or least,add_first,or,7,0,w_fic_1997.txt,fiction
least or most,sub_first,or,7,0,w_fic_1997.txt,fiction
most and least,add_first,and,7,0,w_fic_1997.txt,fiction
least and most,sub_first,and,7,0,w_fic_1997.txt,fiction
add and subtract,add_first,and,1,0,w_fic_1998.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_1998.txt,fiction
add or subtract,add_first,or,1,0,w_fic_1998.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_1998.txt,fiction
plus and minus,add_first,and,2,0,w_fic_1998.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_1998.txt,fiction
plus or minus,add_first,or,2,0,w_fic_1998.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_1998.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_1998.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_1998.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_1998.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_1998.txt,fiction
more or less,add_first,or,4,52,w_fic_1998.txt,fiction
less or more,sub_first,or,4,0,w_fic_1998.txt,fiction
more and less,add_first,and,4,0,w_fic_1998.txt,fiction
less and more,sub_first,and,4,0,w_fic_1998.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_1998.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_1998.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_1998.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_1998.txt,fiction
many or few,add_first,or,6,0,w_fic_1998.txt,fiction
few or many,sub_first,or,6,0,w_fic_1998.txt,fiction
many and few,add_first,and,6,0,w_fic_1998.txt,fiction
few and many,sub_first,and,6,0,w_fic_1998.txt,fiction
most or least,add_first,or,7,0,w_fic_1998.txt,fiction
least or most,sub_first,or,7,0,w_fic_1998.txt,fiction
most and least,add_first,and,7,0,w_fic_1998.txt,fiction
least and most,sub_first,and,7,0,w_fic_1998.txt,fiction
add and subtract,add_first,and,1,1,w_fic_1999.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_1999.txt,fiction
add or subtract,add_first,or,1,0,w_fic_1999.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_1999.txt,fiction
plus and minus,add_first,and,2,0,w_fic_1999.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_1999.txt,fiction
plus or minus,add_first,or,2,4,w_fic_1999.txt,fiction
